Compound_name;Filename;Dilution;Concnetration;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
propanil;2021062101-pH27-E-001ppm-FS;10;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.780383;4180047.52138929;3.774256e-8;218.08;192.91879394408906;806409726.4554007;27031920675669584;-247590458.21940613;2.7;negative
propanil;2021062101-pH27-E-005ppm-FS;50;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.780383;24415788.9281633;1.8871280000000002e-7;218.08;192.91879394408906;4710264553.214707;27031920675669584;-247590458.21940613;2.7;negative
propanil;2021062101-pH27-E-01ppm-FS;100;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.780383;52223789.2679956;3.7742560000000004e-7;218.08;192.91879394408906;10074950440.771973;27031920675669584;-247590458.21940613;2.7;negative
propanil;2021062101-pH27-E-05ppm-FS;500;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.780383;263088779.574747;1.887128e-6;218.08;192.91879394408906;50754770055.782486;27031920675669584;-247590458.21940613;2.7;negative
propanil;2021062101-pH27-E-1ppm-FS;1000;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.780383;476309147.699675;3.774256e-6;218.08;192.91879394408906;91888986318.75829;27031920675669584;-247590458.21940613;2.7;negative
Diclofenac Sodium;2021062101-pH27-E-001ppm-FS;10;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.17455;2797845.35149284;3.6667820000000003e-8;295.141;203.85343923243894;570350397.3423074;20144771623043664;-117144375.20856912;2.7;negative
Diclofenac Sodium;2021062101-pH27-E-005ppm-FS;50;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.17455;17994722.5553468;1.8333910000000002e-7;295.141;203.85343923243894;3668286080.940987;20144771623043664;-117144375.20856912;2.7;negative
Diclofenac Sodium;2021062101-pH27-E-01ppm-FS;100;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.17455;35459633.0596452;3.6667820000000003e-7;295.141;203.85343923243894;7228568153.128965;20144771623043664;-117144375.20856912;2.7;negative
Diclofenac Sodium;2021062101-pH27-E-05ppm-FS;500;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.17455;195445035.299725;1.833391e-6;295.141;203.85343923243894;39842142626.75437;20144771623043664;-117144375.20856912;2.7;negative
Diclofenac Sodium;2021062101-pH27-E-1ppm-FS;1000;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];12.17455;363036000.470733;3.666782e-6;295.141;203.85343923243894;74006137261.14824;20144771623043664;-117144375.20856912;2.7;negative
imidazole;2021062101-pH8-E-001ppm-FS;10;0.017339327;C1=CN=CN1;1.8898533;30598298.0700492;1.7339327000000002e-7;68.077;103.97537808876712;3181469610.7061586;12779031545249172;936070000.0932719;8;positive
imidazole;2021062101-pH8-E-005ppm-FS;50;0.017339327;C1=CN=CN1;1.8898533;115044328.541056;8.669663500000001e-7;68.077;103.97537808876712;11961777557.02464;12779031545249172;936070000.0932719;8;positive
imidazole;2021062101-pH8-E-01ppm-FS;100;0.017339327;C1=CN=CN1;1.8898533;222338522.162768;1.7339327000000003e-6;68.077;103.97537808876712;23117731905.57153;12779031545249172;936070000.0932719;8;positive
imidazole;2021062101-pH8-E-05ppm-FS;500;0.017339327;C1=CN=CN1;1.8898533;927811191.652198;8.669663500000001e-6;68.077;103.97537808876712;96469519447.02686;12779031545249172;936070000.0932719;8;positive
imidazole;2021062101-pH8-E-1ppm-FS;1000;0.017339327;C1=CN=CN1;1.8898533;1633836923.8103;1.7339327000000002e-5;68.077;103.97537808876712;169878811888.56415;12779031545249172;936070000.0932719;8;positive
2,6-Diaminopyridin;2021062101-pH8-E-001ppm-FS;10;0.008915001;C1=CC(=NC(=C1)N)N;2.8510941;71594683.4943053;8.915001000000001e-8;109.129;106.6208335262895;7633484830.213712;85709004421043280;-122770166.43544392;8;positive
2,6-Diaminopyridin;2021062101-pH8-E-005ppm-FS;50;0.008915001;C1=CC(=NC(=C1)N)N;2.8510941;355225972.967043;4.457500500000001e-7;109.129;106.6208335262895;37874489327.933304;85709004421043280;-122770166.43544392;8;positive
2,6-Diaminopyridin;2021062101-pH8-E-01ppm-FS;100;0.008915001;C1=CC(=NC(=C1)N)N;2.8510941;716361431.777128;8.915001000000002e-7;109.129;106.6208335262895;76379052962.16356;85709004421043280;-122770166.43544392;8;positive
2,6-Diaminopyridin;2021062101-pH8-E-05ppm-FS;500;0.008915001;C1=CC(=NC(=C1)N)N;2.8510941;3155313352.89505;4.457500500000001e-6;109.129;106.6208335262895;336422139722.3015;85709004421043280;-122770166.43544392;8;positive
2,6-Diaminopyridin;2021062101-pH8-E-1ppm-FS;1000;0.008915001;C1=CC(=NC(=C1)N)N;2.8510941;5585867820.59759;8.915001000000001e-6;109.129;106.6208335262895;595569882999.7932;85709004421043280;-122770166.43544392;8;positive
benzylamine;2021062101-pH8-E-005ppm-FS;50;0.009782824;C1=CC=C(C=C1)CN;4.1667205;25054206.8368553;4.891412000000001e-7;107.153;108.28550946410986;2713007551.5480604;6022994611687048;185845561.7594442;8;positive
benzylamine;2021062101-pH8-E-01ppm-FS;100;0.009782824;C1=CC=C(C=C1)CN;4.1667205;60482096.2935455;9.782824000000001e-7;107.153;108.28550946410986;6549334610.603926;6022994611687048;185845561.7594442;8;positive
benzylamine;2021062101-pH8-E-05ppm-FS;500;0.009782824;C1=CC=C(C=C1)CN;4.1667205;273299975.453677;4.891412000000001e-6;107.153;108.28550946410986;29594427078.530136;6022994611687048;185845561.7594442;8;positive
benzylamine;2021062101-pH8-E-1ppm-FS;1000;0.009782824;C1=CC=C(C=C1)CN;4.1667205;527180727.069039;9.782824000000001e-6;107.153;108.28550946410986;57086033610.33074;6022994611687048;185845561.7594442;8;positive
Acridine;2021062101-pH8-E-001ppm-FS;10;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;10.442342;42665922.8682801;6.052985e-8;179.217;115.4417323172118;4925428046.826797;83796929449093740;-407597379.8145592;8;positive
Acridine;2021062101-pH8-E-005ppm-FS;50;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;10.442342;212089876.31137;3.0264925e-7;179.217;115.4417323172118;24484022728.327736;83796929449093740;-407597379.8145592;8;positive
Acridine;2021062101-pH8-E-01ppm-FS;100;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;10.442342;437651143.927755;6.052985e-7;179.217;115.4417323172118;50523206205.629425;83796929449093740;-407597379.8145592;8;positive
Acridine;2021062101-pH8-E-05ppm-FS;500;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;10.442342;2384929310.10732;3.0264925e-6;179.217;115.4417323172118;275320371012.88184;83796929449093740;-407597379.8145592;8;positive
Acridine;2021062101-pH8-E-1ppm-FS;1000;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;10.442342;4642984584.53271;6.052985e-6;179.217;115.4417323172118;535994183560.566;83796929449093740;-407597379.8145592;8;positive
Ampicillin;2021062101-pH8-E-001ppm-FS;10;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;4.0137212;50034.3627304628;2.046478e-8;349.405;127.5043240761624;6379597.600529191;1539383290945391;-34266855.6313287;8;positive
Ampicillin;2021062101-pH8-E-005ppm-FS;50;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;4.0137212;837547.1494180611;1.023239e-7;349.405;127.5043240761624;106790883.16846648;1539383290945391;-34266855.6313287;8;positive
Ampicillin;2021062101-pH8-E-01ppm-FS;100;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;4.0137212;2259368.06914026;2.046478e-7;349.405;127.5043240761624;288079198.49499303;1539383290945391;-34266855.6313287;8;positive
Ampicillin;2021062101-pH8-E-05ppm-FS;500;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;4.0137212;14560685.06194601;1.023239e-6;349.405;127.5043240761624;1856550306.909301;1539383290945391;-34266855.6313287;8;positive
Ampicillin;2021062101-pH8-E-1ppm-FS;1000;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;4.0137212;29012033.61380129;2.046478e-6;349.405;127.5043240761624;3699159736.002637;1539383290945391;-34266855.6313287;8;positive
Quinine;2021062101-pH8-E-001ppm-FS;10;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;10.680609;12668049.47636464;3.835262e-8;324.417;125.57405406047859;1590778329.7858307;54920949630514144;-558522744.3642516;8;positive
Quinine;2021062101-pH8-E-005ppm-FS;50;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;10.680609;77454697.2451824;1.917631e-7;324.417;125.57405406047859;9726300339.104536;54920949630514144;-558522744.3642516;8;positive
Quinine;2021062101-pH8-E-01ppm-FS;100;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;10.680609;166162935.0328576;3.835262e-7;324.417;125.57405406047859;20865753386.663853;54920949630514144;-558522744.3642516;8;positive
Quinine;2021062101-pH8-E-05ppm-FS;500;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;10.680609;832135885.9663589;1.917631e-6;324.417;125.57405406047859;104494676730.0038;54920949630514144;-558522744.3642516;8;positive
Quinine;2021062101-pH8-E-1ppm-FS;1000;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;10.680609;1673801349.549653;3.835262e-6;324.417;125.57405406047859;210186021154.85016;54920949630514144;-558522744.3642516;8;positive
thiabendazole;2021062101-pH8-E-001ppm-FS;10;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.2773054;112910530.81935531;5.522862e-8;201.248;118.30429126990904;13357800325.493052;286055337218080770;-3325506301.3423276;8;positive
thiabendazole;2021062101-pH8-E-005ppm-FS;50;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.2773054;626130661.017549;2.761431e-7;201.248;118.30429126990904;74073944094.0408;286055337218080770;-3325506301.3423276;8;positive
thiabendazole;2021062101-pH8-E-01ppm-FS;100;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.2773054;1313281194.618719;5.522862e-7;201.248;118.30429126990904;155366800967.46704;286055337218080770;-3325506301.3423276;8;positive
thiabendazole;2021062101-pH8-E-05ppm-FS;500;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.2773054;6121885705.87279;2.761431e-6;201.248;118.30429126990904;724245349668.6674;286055337218080770;-3325506301.3423276;8;positive
thiabendazole;2021062101-pH8-E-1ppm-FS;1000;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.2773054;11884732214.00673;5.522862e-6;201.248;118.30429126990904;1406014821510.7231;286055337218080770;-3325506301.3423276;8;positive
Ofloxacin;2021062101-pH8-E-001ppm-FS;10;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;5.950909;3138526.16043327;2.196399e-8;361.368;124.035130061438;389287500.5105663;25720192966771348;-417810888.18180794;8;positive
Ofloxacin;2021062101-pH8-E-005ppm-FS;50;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;5.950909;15889488.9440863;1.0981995e-7;361.368;124.035130061438;1970854827.7895253;25720192966771348;-417810888.18180794;8;positive
Ofloxacin;2021062101-pH8-E-01ppm-FS;100;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;5.950909;43738527.8057197;2.196399e-7;361.368;124.035130061438;5425113985.078266;25720192966771348;-417810888.18180794;8;positive
Ofloxacin;2021062101-pH8-E-05ppm-FS;500;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;5.950909;296560597.860241;1.0981995e-6;361.368;124.035130061438;36783932326.6928;25720192966771348;-417810888.18180794;8;positive
Ofloxacin;2021062101-pH8-E-1ppm-FS;1000;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;5.950909;614516338.043398;2.196399e-6;361.368;124.035130061438;76221613914.09148;25720192966771348;-417810888.18180794;8;positive
Danofloxacin;2021062101-pH8-E-005ppm-FS;50;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;8.1901448;5797542.22825923;1.613607e-7;357.379;125.0815473900616;725165552.9698902;13189633863896804;-1563567426.7456164;8;positive
Danofloxacin;2021062101-pH8-E-01ppm-FS;100;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;8.1901448;20086973.2721911;3.227214e-7;357.379;125.0815473900616;2512509699.2684717;13189633863896804;-1563567426.7456164;8;positive
Danofloxacin;2021062101-pH8-E-05ppm-FS;500;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;8.1901448;157812035.977262;1.613607e-6;357.379;125.0815473900616;19739373656.812;13189633863896804;-1563567426.7456164;8;positive
Danofloxacin;2021062101-pH8-E-1ppm-FS;1000;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;8.1901448;306764455.542548;3.227214e-6;357.379;125.0815473900616;38370572783.53166;13189633863896804;-1563567426.7456164;8;positive
dazomet;2021062101-pH8-E-001ppm-FS;10;0.008062103;CN1CN(C(=S)SC1)C;4.1838759;54299.688030835;8.062103000000001e-8;162.276;117.58203400396947;6384667.764446575;516894656047815.75;-38928557.90798139;8;positive
dazomet;2021062101-pH8-E-005ppm-FS;50;0.008062103;CN1CN(C(=S)SC1)C;4.1838759;1385255.65024866;4.0310515000000005e-7;162.276;117.58203400396947;162881176.97172877;516894656047815.75;-38928557.90798139;8;positive
dazomet;2021062101-pH8-E-01ppm-FS;100;0.008062103;CN1CN(C(=S)SC1)C;4.1838759;3237822.49489032;8.062103000000001e-7;162.276;117.58203400396947;380709754.69301087;516894656047815.75;-38928557.90798139;8;positive
dazomet;2021062101-pH8-E-05ppm-FS;500;0.008062103;CN1CN(C(=S)SC1)C;4.1838759;22163501.8054026;4.0310515e-6;162.276;117.58203400396947;2606029622.9298873;516894656047815.75;-38928557.90798139;8;positive
dazomet;2021062101-pH8-E-1ppm-FS;1000;0.008062103;CN1CN(C(=S)SC1)C;4.1838759;49466639.3721099;8.062103e-6;162.276;117.58203400396947;5816388072.713521;516894656047815.75;-38928557.90798139;8;positive
methomyl;2021062101-pH8-E-001ppm-FS;10;0.005593457;CC(=NOC(=O)NC)SC;4.1509452;3295146.42633965;5.593457e-8;162.21;112.28718388244414;370002712.69397897;8561954487052105;-223264709.83355618;8;positive
methomyl;2021062101-pH8-E-005ppm-FS;50;0.005593457;CC(=NOC(=O)NC)SC;4.1509452;17503660.8034073;2.7967285e-7;162.21;112.28718388244414;1965436779.2481256;8561954487052105;-223264709.83355618;8;positive
methomyl;2021062101-pH8-E-01ppm-FS;100;0.005593457;CC(=NOC(=O)NC)SC;4.1509452;41476810.6119604;5.593457e-7;162.21;112.28718388244414;4657314260.042508;8561954487052105;-223264709.83355618;8;positive
methomyl;2021062101-pH8-E-05ppm-FS;500;0.005593457;CC(=NOC(=O)NC)SC;4.1509452;217517704.311051;2.7967285e-6;162.21;112.28718388244414;24424450461.662098;8561954487052105;-223264709.83355618;8;positive
methomyl;2021062101-pH8-E-1ppm-FS;1000;0.005593457;CC(=NOC(=O)NC)SC;4.1509452;440843779.036495;5.593457e-6;162.21;112.28718388244414;49501106480.102486;8561954487052105;-223264709.83355618;8;positive
Mianserin;2021062101-pH8-E-001ppm-FS;10;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;13.3466559999999;28782289.0455746;3.1395989999999996e-8;264.365;122.46427998583583;3524802304.3105035;143136072490925680;-938877779.9363532;8;positive
Mianserin;2021062101-pH8-E-005ppm-FS;50;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;13.3466559999999;176255551.698451;1.5697995e-7;264.365;122.46427998583583;21585009232.25707;143136072490925680;-938877779.9363532;8;positive
Mianserin;2021062101-pH8-E-01ppm-FS;100;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;13.3466559999999;359091927.358244;3.139599e-7;264.365;122.46427998583583;43975934332.65341;143136072490925680;-938877779.9363532;8;positive
Mianserin;2021062101-pH8-E-05ppm-FS;500;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;13.3466559999999;1481792609.10973;1.5697994999999999e-6;264.365;122.46427998583583;181466664962.95618;143136072490925680;-938877779.9363532;8;positive
Mianserin;2021062101-pH8-E-1ppm-FS;1000;0.003139599;CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42;13.3466559999999;2535880629.95582;3.1395989999999997e-6;264.365;122.46427998583583;310554795477.5673;143136072490925680;-938877779.9363532;8;positive
cyanazine;2021062101-pH8-E-001ppm-FS;10;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2424854;571969.343360821;3.3123520000000005e-8;240.693;148.65652851173022;85026976.9991535;3899564548180656.5;-61962202.73069591;8;positive
cyanazine;2021062101-pH8-E-005ppm-FS;50;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2424854;3711878.30457183;1.6561760000000003e-7;240.693;148.65652851173022;551794943.015655;3899564548180656.5;-61962202.73069591;8;positive
cyanazine;2021062101-pH8-E-01ppm-FS;100;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2424854;8368070.70025311;3.3123520000000005e-7;240.693;148.65652851173022;1243968340.6403508;3899564548180656.5;-61962202.73069591;8;positive
cyanazine;2021062101-pH8-E-05ppm-FS;500;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2424854;59919240.655271;1.656176e-6;240.693;148.65652851173022;8907386306.871517;3899564548180656.5;-61962202.73069591;8;positive
cyanazine;2021062101-pH8-E-1ppm-FS;1000;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2424854;128042010.986382;3.312352e-6;240.693;148.65652851173022;19034280856.89637;3899564548180656.5;-61962202.73069591;8;positive
dimethyl phtalate;2021062101-pH8-E-01ppm-FS;100;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.1674864;833666.488689437;7.159052e-7;194.184;112.43151913605713;93730389.776176;247963967099762.62;-77731785.04948483;8;positive
dimethyl phtalate;2021062101-pH8-E-05ppm-FS;500;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.1674864;7300118.52632415;3.579526e-6;194.184;112.43151913605713;820763415.7878989;247963967099762.62;-77731785.04948483;8;positive
dimethyl phtalate;2021062101-pH8-E-1ppm-FS;1000;0.007159052;COC(=O)C1=CC=CC=C1C(=O)OC;8.1674864;15054585.6503884;7.159052e-6;194.184;112.43151913605713;1692609934.6370544;247963967099762.62;-77731785.04948483;8;positive
5,5-Diphenylhydantoin;2021062101-pH8-E-1ppm-FS;1000;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;8.59234949999999;121405.471450576;3.5824780000000002e-6;251.26;118.83859432617338;14427655.570692826;NA;14427655.570692826;8;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH8-E-005ppm-FS;50;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.0983561;501638.33446272;1.9195905000000003e-7;281.309;120.57809575574697;60486595.127599284;404736482072352.6;-31118124.586718675;8;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH8-E-01ppm-FS;100;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.0983561;900799.275984735;3.8391810000000006e-7;281.309;120.57809575574697;108616661.35639492;404736482072352.6;-31118124.586718675;8;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH8-E-05ppm-FS;500;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.0983561;6199709.51487332;1.9195905e-6;281.309;120.57809575574697;747549167.5422108;404736482072352.6;-31118124.586718675;8;positive
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH8-E-1ppm-FS;1000;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.0983561;14336529.9822239;3.839181e-6;281.309;120.57809575574697;1728671485.001731;404736482072352.6;-31118124.586718675;8;positive
miconazole nitrate;2021062101-pH8-E-001ppm-FS;10;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.388299;9878574.95554708;1.845812e-8;479.141;293.4904324584776;2899267235.7769985;174460780923553300;-588050379.3202933;8;positive
miconazole nitrate;2021062101-pH8-E-005ppm-FS;50;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.388299;51218911.5969897;9.229060000000001e-8;479.141;293.4904324584776;15032260514.65304;174460780923553300;-588050379.3202933;8;positive
miconazole nitrate;2021062101-pH8-E-01ppm-FS;100;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.388299;108445816.506821;1.8458120000000001e-7;479.141;293.4904324584776;31827809584.899605;174460780923553300;-588050379.3202933;8;positive
miconazole nitrate;2021062101-pH8-E-05ppm-FS;500;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.388299;431707158.752918;9.22906e-7;479.141;293.4904324584776;126701920717.81454;174460780923553300;-588050379.3202933;8;positive
miconazole nitrate;2021062101-pH8-E-1ppm-FS;1000;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.388299;773692922.147753;1.845812e-6;479.141;293.4904324584776;227071470311.20724;174460780923553300;-588050379.3202933;8;positive
matalaxyl;2021062101-pH8-E-001ppm-FS;10;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.55203889999999;14049223.3430088;2.78805e-8;279.332;119.16646501984972;1674196282.0607142;75364562239683570;-277706559.1160315;8;positive
matalaxyl;2021062101-pH8-E-005ppm-FS;50;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.55203889999999;88087195.7742231;1.394025e-7;279.332;119.16646501984972;10497039733.925611;75364562239683570;-277706559.1160315;8;positive
matalaxyl;2021062101-pH8-E-01ppm-FS;100;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.55203889999999;172992218.436686;2.78805e-7;279.332;119.16646501984972;20614871147.041546;75364562239683570;-277706559.1160315;8;positive
matalaxyl;2021062101-pH8-E-05ppm-FS;500;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.55203889999999;799146539.03396;1.394025e-6;279.332;119.16646501984972;95231468089.52437;75364562239683570;-277706559.1160315;8;positive
matalaxyl;2021062101-pH8-E-1ppm-FS;1000;0.00278805;CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC;9.55203889999999;1493129284.72184;2.78805e-6;279.332;119.16646501984972;177930938677.91837;75364562239683570;-277706559.1160315;8;positive
ketoprofen;2021062101-pH8-E-005ppm-FS;50;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;5.5341122;1514213.56145388;1.8336815e-7;254.281;119.70740532609857;181262576.55123487;1655264382788109.7;-148168672.38721827;8;positive
ketoprofen;2021062101-pH8-E-01ppm-FS;100;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;5.5341122;3589834.89984364;3.667363e-7;254.281;119.70740532609857;429729821.4093571;1655264382788109.7;-148168672.38721827;8;positive
ketoprofen;2021062101-pH8-E-05ppm-FS;500;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;5.5341122;24144684.7522083;1.8336815e-6;254.281;119.70740532609857;2890297564.103471;1655264382788109.7;-148168672.38721827;8;positive
ketoprofen;2021062101-pH8-E-1ppm-FS;1000;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;5.5341122;58822988.3735527;3.667363e-6;254.281;119.70740532609857;7041547311.725257;1655264382788109.7;-148168672.38721827;8;positive
propanil;2021062101-pH8-E-05ppm-FS;500;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.922126;557418.033470278;1.887128e-6;218.08;192.91879394408906;107536414.7397719;92136549264730.25;-66337047.20107992;8;positive
propanil;2021062101-pH8-E-1ppm-FS;1000;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.922126;1458696.01881391;3.774256e-6;218.08;192.91879394408906;281409876.68062377;92136549264730.25;-66337047.20107992;8;positive
methidathion;2021062101-pH8-E-01ppm-FS;100;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.003892;374368.305676878;4.433326e-7;302.331;126.23517076648606;47258446.99668075;170469604585578.22;-24252367.775606655;8;positive
methidathion;2021062101-pH8-E-05ppm-FS;500;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.003892;2859237.62760889;2.216663e-6;302.331;126.23517076648606;360936350.18317074;170469604585578.22;-24252367.775606655;8;positive
methidathion;2021062101-pH8-E-1ppm-FS;1000;0.004433326;COC1=NN(C(=O)S1)CSP(=S)(OC)OC;11.003892;5768945.55948119;4.433326e-6;302.331;126.23517076648606;728243827.8436694;170469604585578.22;-24252367.775606655;8;positive
Diclofenac Sodium;2021062101-pH8-E-01ppm-FS;100;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];7.5635929;330769.242808003;3.6667820000000003e-7;295.141;203.85343923243894;67428447.73872107;299350108354905.5;-34266587.104714684;8;positive
Diclofenac Sodium;2021062101-pH8-E-05ppm-FS;500;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];7.5635929;2595420.67427776;1.833391e-6;295.141;203.85343923243894;529085430.7064971;299350108354905.5;-34266587.104714684;8;positive
Diclofenac Sodium;2021062101-pH8-E-1ppm-FS;1000;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];7.5635929;5184748.9384646;3.666782e-6;295.141;203.85343923243894;1056928902.6627456;299350108354905.5;-34266587.104714684;8;positive
