Compound_name;Filename;Dilution;Concentration (M) in the separate mixes;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
Simazine;2021062101-pH8-M-05ppm-FS;500;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.010197;647843561.551168;2.0325e-6;201.657;144.9222584181196;93886952041.63335;46982679854338110;-415517481.3899689;8;positive
Simazine;2021062101-pH8-M-1ppm-FS;1000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.010197;1318617759.65296;4.065e-6;201.657;144.9222584181196;191097063719.14822;46982679854338110;-415517481.3899689;8;positive
Simazine;2021062101-pH8-M-2ppm-FS;2000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.010197;2499255824.35685;8.13e-6;201.657;144.9222584181196;362197798430.434;46982679854338110;-415517481.3899689;8;positive
Monuron;2021062101-pH8-M-005ppm-FS;50;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.04642559999999;5697599.06789106;1.8425000000000003e-7;198.649;146.69677498313112;835819408.4065125;6537676597344122;-450788375.01581;8;positive
Monuron;2021062101-pH8-M-01ppm-FS;100;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.04642559999999;12952607.3880355;3.6850000000000005e-7;198.649;146.69677498313112;1900105731.4474854;6537676597344122;-450788375.01581;8;positive
Monuron;2021062101-pH8-M-05ppm-FS;500;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.04642559999999;78691808.9959062;1.8425000000000001e-6;198.649;146.69677498313112;11543834597.287985;6537676597344122;-450788375.01581;8;positive
Monuron;2021062101-pH8-M-1ppm-FS;1000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.04642559999999;161338208.672399;3.6850000000000003e-6;198.649;146.69677498313112;23667794893.79637;6537676597344122;-450788375.01581;8;positive
Monuron;2021062101-pH8-M-2ppm-FS;2000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.04642559999999;285576789.850428;7.370000000000001e-6;198.649;146.69677498313112;41893194081.093155;6537676597344122;-450788375.01581;8;positive
Irbesartan;2021062101-pH8-M-005ppm-FS;50;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.0445037;63549231.9479229;9.025000000000002e-8;428.529;134.1519329088546;8525252300.686993;99452092556180860;152706079.78889373;8;positive
Irbesartan;2021062101-pH8-M-01ppm-FS;100;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.0445037;140006850.089703;1.8050000000000003e-7;428.529;134.1519329088546;18782189560.0139;99452092556180860;152706079.78889373;8;positive
Irbesartan;2021062101-pH8-M-05ppm-FS;500;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.0445037;669635107.167924;9.025000000000001e-7;428.529;134.1519329088546;89832843970.20502;99452092556180860;152706079.78889373;8;positive
Irbesartan;2021062101-pH8-M-1ppm-FS;1000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.0445037;1280594719.61151;1.8050000000000003e-6;428.529;134.1519329088546;171794256908.75677;99452092556180860;152706079.78889373;8;positive
Irbesartan;2021062101-pH8-M-2ppm-FS;2000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;8.0445037;2256721500.59125;3.6100000000000006e-6;428.529;134.1519329088546;302743551341.28705;99452092556180860;152706079.78889373;8;positive
Cyanazine;2021062101-pH8-M-005ppm-FS;50;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2634743;4412948.96698357;1.5925000000000003e-7;240.693;148.65652851173022;656013673.9312035;6388712450283826;-460269560.3592534;8;positive
Cyanazine;2021062101-pH8-M-01ppm-FS;100;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2634743;9843459.25503753;3.1850000000000005e-7;240.693;148.65652851173022;1463294481.400541;6388712450283826;-460269560.3592534;8;positive
Cyanazine;2021062101-pH8-M-05ppm-FS;500;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2634743;65426760.67552;1.5925000000000002e-6;240.693;148.65652851173022;9726115113.790588;6388712450283826;-460269560.3592534;8;positive
Cyanazine;2021062101-pH8-M-1ppm-FS;1000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2634743;140639730.410252;3.1850000000000004e-6;240.693;148.65652851173022;20907014093.613678;6388712450283826;-460269560.3592534;8;positive
Cyanazine;2021062101-pH8-M-2ppm-FS;2000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.2634743;322094223.770361;6.370000000000001e-6;240.693;148.65652851173022;47881409159.382286;6388712450283826;-460269560.3592534;8;positive
Gemfibrozil;2021062101-pH8-M-1ppm-FS;1000;5.83e-5;CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O;8.3776506;168395.44775737;2.915e-6;250.333;118.53570523445055;19960873.15819093;5693883044821.957;3363204.0825349106;8;positive
Gemfibrozil;2021062101-pH8-M-2ppm-FS;2000;5.83e-5;CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O;8.3776506;308417.975508208;5.83e-6;250.333;118.53570523445055;36558542.233846925;5693883044821.957;3363204.0825349106;8;positive
Carbamazepine;2021062101-pH8-M-005ppm-FS;50;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.5304505;83044712.560082;1.7450000000000003e-7;236.269;118.6445962853723;9852806395.325716;54385957570272040;1321664552.834617;8;positive
Carbamazepine;2021062101-pH8-M-01ppm-FS;100;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.5304505;180214465.192691;3.4900000000000007e-7;236.269;118.6445962853723;21381472467.571102;54385957570272040;1321664552.834617;8;positive
Carbamazepine;2021062101-pH8-M-05ppm-FS;500;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.5304505;810026436.540018;1.7450000000000002e-6;236.269;118.6445962853723;96105259543.76918;54385957570272040;1321664552.834617;8;positive
Carbamazepine;2021062101-pH8-M-1ppm-FS;1000;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.5304505;1492275896.32445;3.4900000000000005e-6;236.269;118.6445962853723;177050471265.80646;54385957570272040;1321664552.834617;8;positive
Carbamazepine;2021062101-pH8-M-2ppm-FS;2000;6.98e-5;c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N;8.5304505;2684127510.72745;6.980000000000001e-6;236.269;118.6445962853723;318457224888.7196;54385957570272040;1321664552.834617;8;positive
Atraton;2021062101-pH8-M-005ppm-FS;50;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.6721317;382685298.192609;1.8000000000000002e-7;211.264;112.56076309063684;43075349188.127975;230060787846849500;6522380871.905588;8;positive
Atraton;2021062101-pH8-M-01ppm-FS;100;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.6721317;842296037.0628;3.6000000000000005e-7;211.264;112.56076309063684;94809484680.0081;230060787846849500;6522380871.905588;8;positive
Atraton;2021062101-pH8-M-05ppm-FS;500;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.6721317;3731536112.37509;1.8000000000000001e-6;211.264;112.56076309063684;420024552309.20856;230060787846849500;6522380871.905588;8;positive
Atraton;2021062101-pH8-M-1ppm-FS;1000;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.6721317;7009693169.20811;3.6000000000000003e-6;211.264;112.56076309063684;789016412157.2894;230060787846849500;6522380871.905588;8;positive
Atraton;2021062101-pH8-M-2ppm-FS;2000;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.6721317;12336418039.2466;7.2000000000000005e-6;211.264;112.56076309063684;1388596628302.695;230060787846849500;6522380871.905588;8;positive
Glimepiride;2021062101-pH8-M-005ppm-FS;50;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;8.8437947;123269.869210816;7.750000000000001e-8;490.616;140.0348551962855;17262078.28500167;949705928941326.5;-56437834.39247525;8;positive
Glimepiride;2021062101-pH8-M-01ppm-FS;100;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;8.8437947;642556.395329835;1.5500000000000002e-7;490.616;140.0348551962855;89980291.77546062;949705928941326.5;-56437834.39247525;8;positive
Glimepiride;2021062101-pH8-M-05ppm-FS;500;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;8.8437947;4861746.38881522;7.750000000000001e-7;490.616;140.0348551962855;680813951.5588033;949705928941326.5;-56437834.39247525;8;positive
Glimepiride;2021062101-pH8-M-1ppm-FS;1000;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;8.8437947;10105093.1362395;1.5500000000000002e-6;490.616;140.0348551962855;1415065254.0782769;949705928941326.5;-56437834.39247525;8;positive
Glimepiride;2021062101-pH8-M-2ppm-FS;2000;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;8.8437947;19814813.2500413;3.1000000000000004e-6;490.616;140.0348551962855;2774764504.2109723;949705928941326.5;-56437834.39247525;8;positive
1-Nitropyrene;2021062101-pH8-M-05ppm-FS;500;6.19e-5;[O-][N+](=O)c4ccc2ccc1cccc3c1c2c4cc3;9.1708016;186091.717015497;1.5475e-6;247.248;119.58876544164713;22254478.696799643;143328059659096.47;-191276388.91565657;8;positive
1-Nitropyrene;2021062101-pH8-M-1ppm-FS;1000;6.19e-5;[O-][N+](=O)c4ccc2ccc1cccc3c1c2c4cc3;9.1708016;2213652.02505927;3.095e-6;247.248;119.58876544164713;264727912.79424024;143328059659096.47;-191276388.91565657;8;positive
1-Nitropyrene;2021062101-pH8-M-2ppm-FS;2000;6.19e-5;[O-][N+](=O)c4ccc2ccc1cccc3c1c2c4cc3;9.1708016;5784737.76750132;6.19e-6;247.248;119.58876544164713;691789648.0191528;143328059659096.47;-191276388.91565657;8;positive
Corticosterone;2021062101-pH8-M-005ppm-FS;50;4.38e-5;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O;9.3881344;164329.701140255;1.0950000000000002e-7;346.46;126.84399162706558;20844235.235512692;468506116969259.56;-22229665.513032127;8;positive
Corticosterone;2021062101-pH8-M-01ppm-FS;100;4.38e-5;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O;9.3881344;706609.212589212;2.1900000000000004e-7;346.46;126.84399162706558;89629133.04527341;468506116969259.56;-22229665.513032127;8;positive
Corticosterone;2021062101-pH8-M-05ppm-FS;500;4.38e-5;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O;9.3881344;3861090.19752226;1.095e-6;346.46;126.84399162706558;489756092.6858585;468506116969259.56;-22229665.513032127;8;positive
Corticosterone;2021062101-pH8-M-1ppm-FS;1000;4.38e-5;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O;9.3881344;8083024.91340832;2.19e-6;346.46;126.84399162706558;1025283144.4377275;468506116969259.56;-22229665.513032127;8;positive
Corticosterone;2021062101-pH8-M-2ppm-FS;2000;4.38e-5;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O;9.3881344;17622796.7027472;4.38e-6;346.46;126.84399162706558;2235345877.408745;468506116969259.56;-22229665.513032127;8;positive
Atrazine;2021062101-pH8-M-005ppm-FS;50;6.88e-5;c1(nc(nc(n1)Cl)NCC)NC(C)C;9.4890527;101767998.93063;1.7200000000000003e-7;215.683;146.57933426386208;14917085532.617174;91147608975688770;-1561644747.1007538;8;positive
Atrazine;2021062101-pH8-M-01ppm-FS;100;6.88e-5;c1(nc(nc(n1)Cl)NCC)NC(C)C;9.4890527;211537243.257636;3.4400000000000006e-7;215.683;146.57933426386208;31006988288.716934;91147608975688770;-1561644747.1007538;8;positive
Atrazine;2021062101-pH8-M-05ppm-FS;500;6.88e-5;c1(nc(nc(n1)Cl)NCC)NC(C)C;9.4890527;1033602414.33094;1.7200000000000003e-6;215.683;146.57933426386208;151504753786.14972;91147608975688770;-1561644747.1007538;8;positive
Atrazine;2021062101-pH8-M-1ppm-FS;1000;6.88e-5;c1(nc(nc(n1)Cl)NCC)NC(C)C;9.4890527;2139990766.9485;3.4400000000000005e-6;215.683;146.57933426386208;313678421950.12274;91147608975688770;-1561644747.1007538;8;positive
Atrazine;2021062101-pH8-M-2ppm-FS;2000;6.88e-5;c1(nc(nc(n1)Cl)NCC)NC(C)C;9.4890527;3770974383.19423;6.880000000000001e-6;215.683;146.57933426386208;552746914614.6882;91147608975688770;-1561644747.1007538;8;positive
9,10-Phenanthrenequinone;2021062101-pH8-M-005ppm-FS;50;7.28e-5;c1ccc2c(c1)c1ccccc1C(=O)C2=O;9.8543081;582982.796261489;1.8200000000000002e-7;208.212;116.61753614110161;67986017.31266467;959679603462323.5;-117117186.56220461;8;positive
9,10-Phenanthrenequinone;2021062101-pH8-M-01ppm-FS;100;7.28e-5;c1ccc2c(c1)c1ccccc1C(=O)C2=O;9.8543081;1890448.81964423;3.6400000000000003e-7;208.212;116.61753614110161;220459483.54776385;959679603462323.5;-117117186.56220461;8;positive
9,10-Phenanthrenequinone;2021062101-pH8-M-05ppm-FS;500;7.28e-5;c1ccc2c(c1)c1ccccc1C(=O)C2=O;9.8543081;13984216.5698958;1.82e-6;208.212;116.61753614110161;1630804881.2448153;959679603462323.5;-117117186.56220461;8;positive
9,10-Phenanthrenequinone;2021062101-pH8-M-1ppm-FS;1000;7.28e-5;c1ccc2c(c1)c1ccccc1C(=O)C2=O;9.8543081;33007495.5958966;3.64e-6;208.212;116.61753614110161;3849252810.581724;959679603462323.5;-117117186.56220461;8;positive
9,10-Phenanthrenequinone;2021062101-pH8-M-2ppm-FS;2000;7.28e-5;c1ccc2c(c1)c1ccccc1C(=O)C2=O;9.8543081;72869605.3730281;7.28e-6;208.212;116.61753614110161;8497873838.176916;959679603462323.5;-117117186.56220461;8;positive
Diuron;2021062101-pH8-M-005ppm-FS;50;6.92e-5;c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl;9.9657374;1616018.77576562;1.7300000000000003e-7;233.095;193.5294052774441;312747152.59110373;2518575848055369.5;-158367213.2154857;8;positive
Diuron;2021062101-pH8-M-01ppm-FS;100;6.92e-5;c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl;9.9657374;3478717.83175215;3.4600000000000005e-7;233.095;193.5294052774441;673234193.1070335;2518575848055369.5;-158367213.2154857;8;positive
Diuron;2021062101-pH8-M-05ppm-FS;500;6.92e-5;c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl;9.9657374;21718632.8398324;1.7300000000000002e-6;233.095;193.5294052774441;4203194096.9319315;2518575848055369.5;-158367213.2154857;8;positive
Diuron;2021062101-pH8-M-1ppm-FS;1000;6.92e-5;c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl;9.9657374;50152737.5486937;3.4600000000000003e-6;233.095;193.5294052774441;9706029470.834433;2518575848055369.5;-158367213.2154857;8;positive
Diuron;2021062101-pH8-M-2ppm-FS;2000;6.92e-5;c1(c(ccc(c1)NC(N(C)C)=O)Cl)Cl;9.9657374;98500683.3778164;6.920000000000001e-6;233.095;193.5294052774441;19062778673.530632;2518575848055369.5;-158367213.2154857;8;positive
Hydrocortisonacetate;2021062101-pH8-M-005ppm-FS;50;3.78e-5;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C;10.029048;231896.74206697;9.45e-8;404.497;130.19615582388317;30192064.365202073;471809429209318.56;-13205731.537045639;8;positive
Hydrocortisonacetate;2021062101-pH8-M-01ppm-FS;100;3.78e-5;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C;10.029048;593742.339373449;1.89e-7;404.497;130.19615582388317;77302970.13630249;471809429209318.56;-13205731.537045639;8;positive
Hydrocortisonacetate;2021062101-pH8-M-05ppm-FS;500;3.78e-5;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C;10.029048;3321954.10789285;9.45e-7;404.497;130.19615582388317;432505654.6710063;471809429209318.56;-13205731.537045639;8;positive
Hydrocortisonacetate;2021062101-pH8-M-1ppm-FS;1000;3.78e-5;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C;10.029048;6411347.51169258;1.89e-6;404.497;130.19615582388317;834732799.6733928;471809429209318.56;-13205731.537045639;8;positive
Hydrocortisonacetate;2021062101-pH8-M-2ppm-FS;2000;3.78e-5;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C;10.029048;14215587.2153058;3.78e-6;404.497;130.19615582388317;1850814808.2119553;471809429209318.56;-13205731.537045639;8;positive
Metazachlor;2021062101-pH8-M-005ppm-FS;50;5.84e-5;N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O;10.159134;29636392.606725;1.4600000000000004e-7;277.749;155.38985615240304;4605194784.035139;39460809571958830;-528604732.8702352;8;positive
Metazachlor;2021062101-pH8-M-01ppm-FS;100;5.84e-5;N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O;10.159134;75293622.5537299;2.920000000000001e-7;277.749;155.38985615240304;11699865177.81742;39460809571958830;-528604732.8702352;8;positive
Metazachlor;2021062101-pH8-M-05ppm-FS;500;5.84e-5;N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O;10.159134;366856266.030677;1.4600000000000002e-6;277.749;155.38985615240304;57005742407.1146;39460809571958830;-528604732.8702352;8;positive
Metazachlor;2021062101-pH8-M-1ppm-FS;1000;5.84e-5;N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O;10.159134;705629576.119804;2.9200000000000004e-6;277.749;155.38985615240304;109647678330.13748;39460809571958830;-528604732.8702352;8;positive
Metazachlor;2021062101-pH8-M-2ppm-FS;2000;5.84e-5;N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O;10.159134;1255596174.69816;5.840000000000001e-6;277.749;155.38985615240304;195106908971.85458;39460809571958830;-528604732.8702352;8;positive
Ametryn;2021062101-pH8-M-005ppm-FS;50;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;10.682553;473670947.819487;1.7400000000000002e-7;227.33;118.05449691720051;55918985449.12307;297264008393943e3;9041495913.05759;8;positive
Ametryn;2021062101-pH8-M-01ppm-FS;100;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;10.682553;999043897.767916;3.4800000000000005e-7;227.33;118.05449691720051;117941624749.19041;297264008393943e3;9041495913.05759;8;positive
Ametryn;2021062101-pH8-M-05ppm-FS;500;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;10.682553;4452816946.87708;1.74e-6;227.33;118.05449691720051;525675064527.95844;297264008393943e3;9041495913.05759;8;positive
Ametryn;2021062101-pH8-M-1ppm-FS;1000;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;10.682553;8421875804.44691;3.48e-6;227.33;118.05449691720051;994240311193.1233;297264008393943e3;9041495913.05759;8;positive
Ametryn;2021062101-pH8-M-2ppm-FS;2000;6.96e-5;CCNc1nc(NC(C)C)nc(SC)n1;10.682553;13613744919.4698;6.96e-6;227.33;118.05449691720051;1607163807627.1018;297264008393943e3;9041495913.05759;8;positive
Norethindrone;2021062101-pH8-M-005ppm-FS;50;5.31e-5;CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C;10.762079;757825.055652663;1.3275000000000002e-7;298.419;124.70834479046887;94507108.33118856;721846609113479.6;23327231.38429229;8;positive
Norethindrone;2021062101-pH8-M-01ppm-FS;100;5.31e-5;CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C;10.762079;1946168.27347229;2.6550000000000004e-7;298.419;124.70834479046887;242703424.06845385;721846609113479.6;23327231.38429229;8;positive
Norethindrone;2021062101-pH8-M-05ppm-FS;500;5.31e-5;CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C;10.762079;7846290.87231383;1.3275000000000002e-6;298.419;124.70834479046887;978497947.4308219;721846609113479.6;23327231.38429229;8;positive
Norethindrone;2021062101-pH8-M-1ppm-FS;1000;5.31e-5;CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C;10.762079;14998842.9141771;2.6550000000000004e-6;298.419;124.70834479046887;1870480873.5992787;721846609113479.6;23327231.38429229;8;positive
Norethindrone;2021062101-pH8-M-2ppm-FS;2000;5.31e-5;CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C;10.762079;24183084.7119343;5.310000000000001e-6;298.419;124.70834479046887;3015832466.353019;721846609113479.6;23327231.38429229;8;positive
Estrone;2021062101-pH8-M-05ppm-FS;500;5.56e-5;C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CCC2=O;11.0733169999999;450865.91165144;1.3900000000000002e-6;270.366;122.02537467416914;55017081.79707781;50233954479825.516;-10657765.869624302;8;positive
Estrone;2021062101-pH8-M-1ppm-FS;1000;5.56e-5;C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CCC2=O;11.0733169999999;1108115.02554884;2.7800000000000005e-6;270.366;122.02537467416914;135218151.1746737;50233954479825.516;-10657765.869624302;8;positive
Estrone;2021062101-pH8-M-2ppm-FS;2000;5.56e-5;C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CCC2=O;11.0733169999999;2184527.99034516;5.560000000000001e-6;270.366;122.02537467416914;266567846.5080779;50233954479825.516;-10657765.869624302;8;positive
2-(Methylthio)benzothiazole;2021062101-pH8-M-005ppm-FS;50;8.94e-5;CSC1=NC2=CC=CC=C2S1;11.1659039999999;1415282.90248453;2.2350000000000004e-7;181.278;120.98395501466288;171226523.00720987;1445077687691767.5;-180646637.43932799;8;positive
2-(Methylthio)benzothiazole;2021062101-pH8-M-01ppm-FS;100;8.94e-5;CSC1=NC2=CC=CC=C2S1;11.1659039999999;3577271.91595846;4.4700000000000007e-7;181.278;120.98395501466288;432792504.5555352;1445077687691767.5;-180646637.43932799;8;positive
2-(Methylthio)benzothiazole;2021062101-pH8-M-05ppm-FS;500;8.94e-5;CSC1=NC2=CC=CC=C2S1;11.1659039999999;25232389.5456858;2.235e-6;181.278;120.98395501466288;3052714281.707701;1445077687691767.5;-180646637.43932799;8;positive
2-(Methylthio)benzothiazole;2021062101-pH8-M-1ppm-FS;1000;8.94e-5;CSC1=NC2=CC=CC=C2S1;11.1659039999999;55100138.1505646;4.47e-6;181.278;120.98395501466288;6666232635.309618;1445077687691767.5;-180646637.43932799;8;positive
2-(Methylthio)benzothiazole;2021062101-pH8-M-2ppm-FS;2000;8.94e-5;CSC1=NC2=CC=CC=C2S1;11.1659039999999;131771096.216097;8.94e-6;181.278;120.98395501466288;15942188376.841093;1445077687691767.5;-180646637.43932799;8;positive
Sebuthylazine;2021062101-pH8-M-005ppm-FS;50;6.68e-5;n1c(nc(Cl)nc1NCC)NC(CC)C;11.464242;14982366.9638242;1.6700000000000003e-7;229.71;148.17325080336573;2219986017.7587843;18267004197894268;-775123819.4577565;8;positive
Sebuthylazine;2021062101-pH8-M-01ppm-FS;100;6.68e-5;n1c(nc(Cl)nc1NCC)NC(CC)C;11.464242;36366013.4351814;3.3400000000000005e-7;229.71;148.17325080336573;5388470429.449701;18267004197894268;-775123819.4577565;8;positive
Sebuthylazine;2021062101-pH8-M-05ppm-FS;500;6.68e-5;n1c(nc(Cl)nc1NCC)NC(CC)C;11.464242;200601917.32914;1.67e-6;229.71;148.17325080336573;29723838208.0467;18267004197894268;-775123819.4577565;8;positive
Sebuthylazine;2021062101-pH8-M-1ppm-FS;1000;6.68e-5;n1c(nc(Cl)nc1NCC)NC(CC)C;11.464242;424096486.251385;3.34e-6;229.71;148.17325080336573;62839755022.15261;18267004197894268;-775123819.4577565;8;positive
Sebuthylazine;2021062101-pH8-M-2ppm-FS;2000;6.68e-5;n1c(nc(Cl)nc1NCC)NC(CC)C;11.464242;722286481.191047;6.68e-6;229.71;148.17325080336573;107023535929.4015;18267004197894268;-775123819.4577565;8;positive
Carbazole;2021062101-pH8-M-005ppm-FS;50;8.88e-5;c1ccc2c(c1)c1ccccc1[nH]2;13.515464;38401.3673648435;2.2200000000000006e-7;167.207;114.21978351373593;4386195.867043869;54527169110314.39;-10360117.162478877;8;positive
Carbazole;2021062101-pH8-M-01ppm-FS;100;8.88e-5;c1ccc2c(c1)c1ccccc1[nH]2;13.515464;95241.8566638273;4.440000000000001e-7;167.207;114.21978351373593;10878504.249588624;54527169110314.39;-10360117.162478877;8;positive
Carbazole;2021062101-pH8-M-05ppm-FS;500;8.88e-5;c1ccc2c(c1)c1ccccc1[nH]2;13.515464;971988.871218155;2.2200000000000003e-6;167.207;114.21978351373593;111020358.44829822;54527169110314.39;-10360117.162478877;8;positive
Carbazole;2021062101-pH8-M-1ppm-FS;1000;8.88e-5;c1ccc2c(c1)c1ccccc1[nH]2;13.515464;1475632.65666784;4.440000000000001e-6;167.207;114.21978351373593;168546442.5903997;54527169110314.39;-10360117.162478877;8;positive
Carbazole;2021062101-pH8-M-2ppm-FS;2000;8.88e-5;c1ccc2c(c1)c1ccccc1[nH]2;13.515464;2347890.79532295;8.880000000000001e-6;167.207;114.21978351373593;268175578.35568064;54527169110314.39;-10360117.162478877;8;positive
Ethoprop;2021062101-pH8-M-005ppm-FS;50;6.95e-5;CCCSP(=O)(OCC)SCCC;11.881881;6776403.7012399;1.7375e-7;242.339;121.24814907148553;821626406.1365017;4654313877409646;60288688.49489618;8;positive
Ethoprop;2021062101-pH8-M-01ppm-FS;100;6.95e-5;CCCSP(=O)(OCC)SCCC;11.881881;14275935.4062579;3.475e-7;242.339;121.24814907148553;1730930744.272856;4654313877409646;60288688.49489618;8;positive
Ethoprop;2021062101-pH8-M-05ppm-FS;500;6.95e-5;CCCSP(=O)(OCC)SCCC;11.881881;67145275.6023059;1.7374999999999999e-6;242.339;121.24814907148553;8141240385.674367;4654313877409646;60288688.49489618;8;positive
Ethoprop;2021062101-pH8-M-1ppm-FS;1000;6.95e-5;CCCSP(=O)(OCC)SCCC;11.881881;116035951.423477;3.4749999999999998e-6;242.339;121.24814907148553;14069144335.845392;4654313877409646;60288688.49489618;8;positive
